# This file is generated by MACS version 2.1.0.20140616
# Command line: callpeak -t ../BAM/H3K4me3_WT_1.bam -c ../BAM/Input_WT_1.bam -f BAM --gsize 12156677 --name H3K4me3_WT_1 -q 0.01 --nomodel
# ARGUMENTS LIST:
# name = H3K4me3_WT_1
# format = BAM
# ChIP-seq file = ['../BAM/H3K4me3_WT_1.bam']
# control file = ['../BAM/Input_WT_1.bam']
# effective genome size = 1.22e+07
# band width = 300
# model fold = [5, 50]
# qvalue cutoff = 1.00e-02
# Larger dataset will be scaled towards smaller dataset.
# Range for calculating regional lambda is: 1000 bps and 10000 bps
# Broad region calling is off

# tag size is determined as 51 bps
# total tags in treatment: 5774180
# tags after filtering in treatment: 4073992
# maximum duplicate tags at the same position in treatment = 1
# Redundant rate in treatment: 0.29
# total tags in control: 5875629
# tags after filtering in control: 5077659
# maximum duplicate tags at the same position in control = 1
# Redundant rate in control: 0.14
# d = 200
chr	start	end	length	abs_summit	pileup	-log10(pvalue)	fold_enrichment	-log10(qvalue)	name
chrII	556517	556722	206	556636	122.00	9.23278	1.80816	8.59214	H3K4me3_WT_1_peak_254
chrII	558570	559227	658	558866	239.00	50.60479	3.14055	49.35697	H3K4me3_WT_1_peak_255
chrII	559912	560576	665	560161	254.00	67.81202	3.74863	66.08096	H3K4me3_WT_1_peak_256
chrII	561556	562289	734	561859	219.00	48.53881	3.23412	47.33573	H3K4me3_WT_1_peak_257
chrII	563694	564756	1063	564386	277.00	72.71902	3.70788	70.80240	H3K4me3_WT_1_peak_258
chrII	565140	566290	1151	565364	249.00	63.36067	3.60443	61.78012	H3K4me3_WT_1_peak_259
chrII	567965	569484	1520	569042	263.00	64.27010	3.49869	62.66183	H3K4me3_WT_1_peak_260
chrII	570699	571311	613	571098	265.00	67.01445	3.59398	65.31261	H3K4me3_WT_1_peak_261
chrII	571364	572750	1387	571821	272.00	65.67947	3.47036	64.02322	H3K4me3_WT_1_peak_262
chrII	575632	576032	401	575817	162.00	19.46039	2.22646	18.70119	H3K4me3_WT_1_peak_263
chrII	577567	578836	1270	577978	279.00	70.28111	3.58862	68.45897	H3K4me3_WT_1_peak_264
chrII	580542	583063	2522	582053	306.00	96.23710	4.34581	93.02281	H3K4me3_WT_1_peak_265
chrII	583614	584241	628	583929	201.00	36.64894	2.82734	35.66412	H3K4me3_WT_1_peak_266
chrII	585561	586285	725	586041	271.00	77.04764	3.95918	74.95023	H3K4me3_WT_1_peak_267
chrII	588724	589255	532	589050	249.00	57.21348	3.33443	55.80597	H3K4me3_WT_1_peak_268
chrII	590818	591354	537	591048	176.00	28.20494	2.60199	27.33969	H3K4me3_WT_1_peak_269
chrII	592238	592915	678	592606	267.00	69.08292	3.66069	67.30688	H3K4me3_WT_1_peak_270
chrII	596128	596471	344	596287	138.00	13.05677	1.98569	12.37160	H3K4me3_WT_1_peak_271
chrII	599430	600052	623	599761	238.00	39.32611	2.67766	38.29808	H3K4me3_WT_1_peak_272
chrII	601708	602328	621	602046	206.00	24.11635	2.21939	23.30255	H3K4me3_WT_1_peak_273
chrII	602389	603246	858	602684	272.00	68.55572	3.58745	66.79868	H3K4me3_WT_1_peak_274
chrII	603704	604280	577	604054	229.00	46.37356	3.04163	45.21539	H3K4me3_WT_1_peak_275
chrII	604350	605510	1161	604613	283.00	75.41645	3.75575	73.39092	H3K4me3_WT_1_peak_276
chrII	606141	607205	1065	606402	290.00	84.53642	4.05393	82.05965	H3K4me3_WT_1_peak_277
chrII	607367	608138	772	607751	245.00	57.60029	3.38990	56.18361	H3K4me3_WT_1_peak_278
chrII	609233	610517	1285	609640	282.00	73.67585	3.69548	71.72359	H3K4me3_WT_1_peak_279
chrII	611233	611998	766	611752	231.00	45.90742	3.00433	44.75873	H3K4me3_WT_1_peak_280
chrII	612838	614010	1173	613646	298.00	90.56998	4.20961	87.73525	H3K4me3_WT_1_peak_281
chrII	615272	615969	698	615740	232.00	52.29665	3.28040	51.01044	H3K4me3_WT_1_peak_282
chrII	618022	619391	1370	618437	303.00	84.81841	3.92041	82.32232	H3K4me3_WT_1_peak_283
chrII	620723	621273	551	620947	237.00	46.81927	2.99490	45.65228	H3K4me3_WT_1_peak_284
chrII	623441	623815	375	623630	199.00	29.17764	2.48659	28.29959	H3K4me3_WT_1_peak_285
chrII	625648	626348	701	626077	212.00	34.01730	2.62207	33.07219	H3K4me3_WT_1_peak_286
chrII	633008	634112	1105	633739	289.00	74.07298	3.64189	72.10243	H3K4me3_WT_1_peak_287
chrII	635021	635678	658	635338	290.00	80.95727	3.90635	78.67307	H3K4me3_WT_1_peak_288
chrII	643993	644298	306	644047	110.00	6.25417	1.63176	5.65050	H3K4me3_WT_1_peak_289
chrII	645360	645919	560	645676	214.00	45.97339	3.16061	44.82295	H3K4me3_WT_1_peak_290
chrII	646672	648068	1397	647083	263.00	61.66213	3.39053	60.13289	H3K4me3_WT_1_peak_291
chrII	650311	650706	396	650560	119.00	8.31059	1.75448	7.68095	H3K4me3_WT_1_peak_292
chrII	651211	651927	717	651576	256.00	59.43427	3.36301	57.96721	H3K4me3_WT_1_peak_293
chrII	653280	654023	744	653477	228.00	52.05932	3.30931	50.77907	H3K4me3_WT_1_peak_294
chrII	657136	658298	1163	657501	276.00	77.94841	3.93903	75.80754	H3K4me3_WT_1_peak_295
chrII	661745	662385	641	662115	216.00	46.99361	3.19001	45.82232	H3K4me3_WT_1_peak_296
chrII	664189	664788	600	664596	238.00	55.20351	3.35275	53.84781	H3K4me3_WT_1_peak_297
chrII	665703	666570	868	666142	305.00	98.48590	4.45303	95.08172	H3K4me3_WT_1_peak_298
chrII	669850	671106	1257	670183	264.00	73.71320	3.89564	71.75493	H3K4me3_WT_1_peak_299
chrII	674624	675791	1168	675056	255.00	63.24522	3.53552	61.66752	H3K4me3_WT_1_peak_300
chrII	678646	679301	656	678960	211.00	44.45813	3.11651	43.33767	H3K4me3_WT_1_peak_301
chrII	679596	680119	524	679923	185.00	32.12136	2.73430	31.20356	H3K4me3_WT_1_peak_302
chrII	681435	681836	402	681679	175.00	26.41111	2.51425	25.56900	H3K4me3_WT_1_peak_303
chrII	682669	683961	1293	682979	269.00	73.16315	3.81338	71.22672	H3K4me3_WT_1_peak_304
chrII	684913	685302	390	685083	197.00	35.33779	2.79648	34.37295	H3K4me3_WT_1_peak_305
chrII	686004	687334	1331	686454	246.00	59.17608	3.44945	57.71690	H3K4me3_WT_1_peak_306
chrII	691183	692497	1315	691585	273.00	74.51804	3.82651	72.52853	H3K4me3_WT_1_peak_307
chrII	696713	697416	704	697121	262.00	67.36573	3.64026	65.65106	H3K4me3_WT_1_peak_308
chrII	699401	700133	733	699834	261.00	59.59013	3.32375	58.11950	H3K4me3_WT_1_peak_309
chrII	703583	703989	407	703854	122.00	9.14316	1.80173	8.50366	H3K4me3_WT_1_peak_310
chrII	704486	705101	616	704722	222.00	46.60615	3.11428	45.44315	H3K4me3_WT_1_peak_311
chrII	706304	706875	572	706647	221.00	45.51022	3.07277	44.36906	H3K4me3_WT_1_peak_312
chrII	707033	707772	740	707481	164.00	14.78142	1.96144	14.07626	H3K4me3_WT_1_peak_313
chrII	710853	712183	1331	711716	279.00	67.57941	3.48123	65.85736	H3K4me3_WT_1_peak_314
chrII	713903	714570	668	714376	246.00	52.61398	3.16568	51.32013	H3K4me3_WT_1_peak_315
chrII	715979	716637	659	716382	256.00	56.16916	3.22747	54.78845	H3K4me3_WT_1_peak_316
chrII	717144	718114	971	717553	241.00	53.72892	3.25841	52.40932	H3K4me3_WT_1_peak_317
chrII	721273	721917	645	721530	249.00	57.73123	3.35670	56.31018	H3K4me3_WT_1_peak_318
chrII	722516	724918	2403	723346	274.00	71.14911	3.67416	69.29565	H3K4me3_WT_1_peak_319
chrII	727538	728212	675	728014	256.00	59.09895	3.34895	57.64176	H3K4me3_WT_1_peak_320
chrII	728818	729166	349	728976	172.00	23.55338	2.38396	22.74651	H3K4me3_WT_1_peak_321
chrII	729649	730916	1268	729985	232.00	44.97786	2.95585	43.84712	H3K4me3_WT_1_peak_322
chrII	734034	736878	2845	736378	304.00	93.77883	4.26901	90.73351	H3K4me3_WT_1_peak_323
chrII	737873	739391	1519	738722	280.00	65.52576	3.39215	63.87415	H3K4me3_WT_1_peak_324
chrII	739677	740486	810	739968	264.00	71.62075	3.80310	69.74612	H3K4me3_WT_1_peak_325
chrII	741203	741659	457	741433	213.00	38.50716	2.81808	37.49270	H3K4me3_WT_1_peak_326
chrII	742104	742667	564	742457	266.00	69.46174	3.68744	67.67336	H3K4me3_WT_1_peak_327
chrII	743990	745353	1364	744977	221.00	47.44432	3.16269	46.26448	H3K4me3_WT_1_peak_328
chrII	747227	747840	614	747640	252.00	57.14762	3.30373	55.74195	H3K4me3_WT_1_peak_329
chrII	748804	750083	1280	749266	258.00	62.23150	3.46187	60.68515	H3K4me3_WT_1_peak_330
chrII	756694	757234	541	756963	205.00	37.66576	2.84310	36.66428	H3K4me3_WT_1_peak_331
chrII	759453	760833	1381	759949	283.00	77.40424	3.83718	75.28908	H3K4me3_WT_1_peak_332
chrII	761157	761899	743	761364	281.00	70.48558	3.57747	68.65617	H3K4me3_WT_1_peak_333
chrII	764230	764800	571	764537	202.00	36.32794	2.80356	35.34776	H3K4me3_WT_1_peak_334
chrII	767180	767705	526	767509	179.00	27.62068	2.54803	26.76331	H3K4me3_WT_1_peak_335
chrII	768149	768630	482	768379	229.00	48.61010	3.14163	47.40519	H3K4me3_WT_1_peak_336
chrII	769801	770725	925	770441	283.00	74.44409	3.71632	72.45856	H3K4me3_WT_1_peak_337
chrII	770834	771355	522	771139	140.00	14.61261	2.07277	13.90940	H3K4me3_WT_1_peak_338
chrII	774604	775405	802	774909	272.00	68.18880	3.57238	66.44534	H3K4me3_WT_1_peak_339
chrII	776425	777184	760	776658	266.00	59.76195	3.28681	58.28670	H3K4me3_WT_1_peak_340
chrII	778859	780424	1566	779926	287.00	85.35934	4.12463	82.83865	H3K4me3_WT_1_peak_341
chrII	782506	783169	664	782720	266.00	66.47507	3.56117	64.79234	H3K4me3_WT_1_peak_342
chrII	784013	784685	673	784498	229.00	49.87918	3.19913	48.64718	H3K4me3_WT_1_peak_343
chrII	785266	786120	855	785659	219.00	44.23221	3.03162	43.11635	H3K4me3_WT_1_peak_344
chrII	786646	787649	1004	787215	212.00	38.70016	2.83486	37.68233	H3K4me3_WT_1_peak_345
chrII	791450	791925	476	791706	176.00	25.53457	2.46084	24.70338	H3K4me3_WT_1_peak_346
chrII	792732	793250	519	792995	196.00	37.11882	2.89385	36.12675	H3K4me3_WT_1_peak_347
chrIII	17190	17760	571	17386	234.00	51.00071	3.20291	49.74403	H3K4me3_WT_1_peak_348
chrIII	21613	22174	562	21977	230.00	34.79205	2.54233	33.83583	H3K4me3_WT_1_peak_349
chrIII	22910	24454	1545	24214	279.00	69.54936	3.55934	67.75689	H3K4me3_WT_1_peak_350
chrIII	24649	25419	771	24942	292.00	72.08071	3.53701	70.18813	H3K4me3_WT_1_peak_351
chrIII	27028	27591	564	27278	240.00	37.27721	2.58393	36.28222	H3K4me3_WT_1_peak_352
chrIII	27777	28664	888	28048	284.00	70.88570	3.56473	69.04044	H3K4me3_WT_1_peak_353
chrIII	29624	30250	627	29917	192.00	21.37367	2.16229	20.59223	H3K4me3_WT_1_peak_354
chrIII	31353	31964	612	31551	248.00	47.47186	2.93757	46.29143	H3K4me3_WT_1_peak_355
chrIII	34923	36219	1297	35679	287.00	60.32754	3.14191	58.83712	H3K4me3_WT_1_peak_356
chrIII	38222	38879	658	38634	273.00	46.80418	2.74859	45.63744	H3K4me3_WT_1_peak_357
chrIII	39072	39361	290	39194	153.00	10.40829	1.76016	9.75384	H3K4me3_WT_1_peak_358
chrIII	39862	40141	280	39971	117.00	4.09180	1.43279	3.51918	H3K4me3_WT_1_peak_359
chrIII	44027	44461	435	44233	190.00	23.00392	2.24906	22.20346	H3K4me3_WT_1_peak_360
chrIII	46316	47011	696	46524	266.00	59.76195	3.28681	58.28670	H3K4me3_WT_1_peak_361
chrIII	47721	48493	773	48227	287.00	76.76479	3.76866	74.67815	H3K4me3_WT_1_peak_362
chrIII	49331	50351	1021	50012	298.00	93.50010	4.33295	90.47794	H3K4me3_WT_1_peak_363
chrIII	50693	51414	722	50939	235.00	54.10870	3.33318	52.77965	H3K4me3_WT_1_peak_364
chrIII	52590	53147	558	52751	211.00	42.57718	3.02576	41.49209	H3K4me3_WT_1_peak_365
chrIII	57804	59541	1738	58491	311.00	93.40232	4.17029	90.38557	H3K4me3_WT_1_peak_366
chrIII	60772	61335	564	61033	252.00	54.11895	3.17723	52.78940	H3K4me3_WT_1_peak_367
chrIII	61466	62277	812	61821	310.00	87.36278	3.94537	84.72034	H3K4me3_WT_1_peak_368
chrIII	62902	63834	933	63546	275.00	59.63521	3.20752	58.16330	H3K4me3_WT_1_peak_369
chrIII	64956	65719	764	65468	335.00	96.82490	4.04044	93.56306	H3K4me3_WT_1_peak_370
chrIII	67685	68486	802	68150	263.00	59.82144	3.31538	58.34499	H3K4me3_WT_1_peak_371
chrIII	69231	70750	1520	70255	293.00	74.47145	3.61919	72.48340	H3K4me3_WT_1_peak_372
chrIII	71717	72189	473	71926	188.00	18.09688	2.02640	17.35326	H3K4me3_WT_1_peak_373
chrIII	77321	77980	660	77676	213.00	36.85485	2.74273	35.86647	H3K4me3_WT_1_peak_374
chrIII	79121	79594	474	79296	183.00	26.44673	2.45940	25.60418	H3K4me3_WT_1_peak_375
chrIII	91179	91861	683	91494	216.00	42.48898	2.97711	41.40532	H3K4me3_WT_1_peak_376
chrIII	93784	94455	672	94088	276.00	72.33539	3.70247	70.43449	H3K4me3_WT_1_peak_377
chrIII	95247	96708	1462	95646	273.00	63.63573	3.37966	62.04744	H3K4me3_WT_1_peak_378
chrIII	102846	104430	1585	104107	307.00	82.32934	3.78406	79.97117	H3K4me3_WT_1_peak_379
chrIII	104731	105902	1172	105326	307.00	88.98083	4.04056	86.24372	H3K4me3_WT_1_peak_380
chrIII	106138	108718	2581	108197	297.00	81.46571	3.85180	79.15514	H3K4me3_WT_1_peak_381
chrIII	108977	109643	667	109301	246.00	42.23545	2.74264	41.15672	H3K4me3_WT_1_peak_382
chrIII	111314	112326	1013	111966	250.00	42.77481	2.73826	41.68616	H3K4me3_WT_1_peak_383
chrIII	117764	119067	1304	118710	275.00	64.19981	3.38424	62.59342	H3K4me3_WT_1_peak_384
chrIII	119820	120534	715	120249	253.00	59.68998	3.40234	58.21675	H3K4me3_WT_1_peak_385
chrIII	121764	122409	646	122163	203.00	34.32190	2.70009	33.37274	H3K4me3_WT_1_peak_386
chrIII	124458	125048	591	124863	212.00	36.78235	2.74687	35.79496	H3K4me3_WT_1_peak_387
chrIII	126113	127405	1293	126647	168.00	17.75673	2.10117	17.01706	H3K4me3_WT_1_peak_388
chrIII	127960	128651	692	128185	205.00	35.81459	2.75523	34.84228	H3K4me3_WT_1_peak_389
chrIII	131026	131704	679	131442	286.00	70.19198	3.51911	68.37463	H3K4me3_WT_1_peak_390
chrIII	136327	137093	767	136742	242.00	41.07885	2.72247	40.02068	H3K4me3_WT_1_peak_391
chrIII	137677	138479	803	137954	255.00	61.34521	3.45363	59.82574	H3K4me3_WT_1_peak_392
chrIII	141714	142488	775	142061	244.00	47.93161	2.98649	46.74123	H3K4me3_WT_1_peak_393
chrIII	143538	144071	534	143732	226.00	37.09898	2.66290	36.10713	H3K4me3_WT_1_peak_394
chrIII	147105	147754	650	147512	253.00	56.53250	3.26884	55.14266	H3K4me3_WT_1_peak_395
chrIII	148158	148536	379	148351	191.00	30.28118	2.59415	29.38866	H3K4me3_WT_1_peak_396
chrIII	151902	153138	1237	152776	199.00	28.44178	2.45234	27.57371	H3K4me3_WT_1_peak_397
chrIII	154736	155789	1054	155474	279.00	58.58092	3.13701	57.13797	H3K4me3_WT_1_peak_398
chrIII	156216	156752	537	156425	219.00	34.11813	2.58079	33.17170	H3K4me3_WT_1_peak_399
chrIII	159906	160535	630	160260	266.00	59.76195	3.28681	58.28670	H3K4me3_WT_1_peak_400
chrIII	161659	162316	658	162097	208.00	31.55074	2.53773	30.64110	H3K4me3_WT_1_peak_401
chrIII	162608	163175	568	162977	248.00	56.78317	3.32536	55.38755	H3K4me3_WT_1_peak_402
chrIII	165866	166473	608	166260	250.00	53.25747	3.15848	51.94922	H3K4me3_WT_1_peak_403
chrIII	167629	168248	620	167912	255.00	51.70767	3.05485	50.43453	H3K4me3_WT_1_peak_404
chrIII	171897	172559	663	172303	225.00	37.86287	2.70203	36.85852	H3K4me3_WT_1_peak_405
chrIII	173018	173528	511	173357	226.00	34.24287	2.54322	33.29488	H3K4me3_WT_1_peak_406
chrIII	175887	176638	752	176341	249.00	54.93545	3.23742	53.58583	H3K4me3_WT_1_peak_407
chrIII	177376	178344	969	178090	281.00	76.86731	3.83678	74.77712	H3K4me3_WT_1_peak_408
chrIII	179097	179836	740	179510	222.00	45.16589	3.04802	44.03189	H3K4me3_WT_1_peak_409
chrIII	186195	186984	790	186557	300.00	90.78448	4.19418	87.93816	H3K4me3_WT_1_peak_410
chrIII	190465	191189	725	190729	287.00	77.15944	3.78456	75.05730	H3K4me3_WT_1_peak_411
chrIII	192517	193873	1357	193416	264.00	62.20031	3.40338	60.65505	H3K4me3_WT_1_peak_412
chrIII	196728	197272	545	197007	263.00	55.08772	3.12637	53.73521	H3K4me3_WT_1_peak_413
chrIII	202766	203165	400	202937	154.00	12.71348	1.88941	12.03220	H3K4me3_WT_1_peak_414
chrIII	204892	205484	593	205228	236.00	44.13068	2.88898	43.01667	H3K4me3_WT_1_peak_415
chrIII	206226	208666	2441	206530	285.00	72.73966	3.62821	70.82057	H3K4me3_WT_1_peak_416
chrIII	209934	210540	607	210339	267.00	71.20066	3.75113	69.34396	H3K4me3_WT_1_peak_417
chrIII	211123	212524	1402	212098	269.00	76.72535	3.96914	74.64144	H3K4me3_WT_1_peak_418
chrIII	213970	215590	1621	215216	296.00	83.10632	3.92767	80.70654	H3K4me3_WT_1_peak_419
chrIII	216545	217436	892	216839	320.00	81.36330	3.62898	79.05729	H3K4me3_WT_1_peak_420
chrIII	219650	220142	493	219882	206.00	26.86030	2.34018	26.01252	H3K4me3_WT_1_peak_421
chrIII	222615	223417	803	223082	293.00	70.85094	3.48164	69.00646	H3K4me3_WT_1_peak_422
chrIII	223533	224743	1211	224078	217.00	44.12388	3.04445	43.01013	H3K4me3_WT_1_peak_423
chrIII	225476	226002	527	225701	195.00	35.94382	2.84364	34.96976	H3K4me3_WT_1_peak_424
chrIII	228209	228579	371	228406	185.00	30.74415	2.66321	29.84548	H3K4me3_WT_1_peak_425
chrIII	229186	229763	578	229464	233.00	54.26516	3.36053	52.93283	H3K4me3_WT_1_peak_426
chrIII	231395	231916	522	231603	247.00	52.35289	3.14614	51.06504	H3K4me3_WT_1_peak_427
chrIII	235843	236516	674	236300	286.00	78.77675	3.86097	76.59833	H3K4me3_WT_1_peak_428
chrIII	237021	237612	592	237291	219.00	39.56622	2.81963	38.53381	H3K4me3_WT_1_peak_429
chrIII	238864	239425	562	239094	232.00	51.06012	3.22431	49.80257	H3K4me3_WT_1_peak_430
chrIII	240097	240653	557	240437	275.00	71.56954	3.68121	69.69847	H3K4me3_WT_1_peak_431
chrIII	241777	242437	661	242218	252.00	49.66840	2.99610	48.44070	H3K4me3_WT_1_peak_432
chrIII	242523	243115	593	242868	202.00	34.93598	2.73684	33.97726	H3K4me3_WT_1_peak_433
chrIII	246883	247447	565	247051	275.00	73.87905	3.77741	71.91578	H3K4me3_WT_1_peak_434
chrIII	248290	249195	906	248687	209.00	40.39386	2.93932	39.34777	H3K4me3_WT_1_peak_435
chrIII	249484	250069	586	249893	245.00	48.41473	2.99868	47.21404	H3K4me3_WT_1_peak_436
chrIII	251975	253464	1490	252390	304.00	94.50240	4.29894	91.40559	H3K4me3_WT_1_peak_437
chrIII	254252	254873	622	254506	260.00	65.12623	3.56507	63.48837	H3K4me3_WT_1_peak_438
chrIII	258773	259215	443	258970	231.00	54.36089	3.38564	53.02553	H3K4me3_WT_1_peak_439
chrIII	259594	259812	219	259692	130.00	11.33956	1.91531	10.67439	H3K4me3_WT_1_peak_440
chrIII	261767	262736	970	262415	295.00	83.54878	3.95643	81.12304	H3K4me3_WT_1_peak_441
chrIII	263240	265653	2414	265185	269.00	73.16315	3.81338	71.22672	H3K4me3_WT_1_peak_442
chrIII	267083	267793	711	267521	204.00	37.24407	2.83118	36.24949	H3K4me3_WT_1_peak_443
chrIII	272386	272890	505	272681	227.00	41.28220	2.83472	40.22048	H3K4me3_WT_1_peak_444
chrIII	274378	274648	271	274489	133.00	8.58079	1.71741	7.94789	H3K4me3_WT_1_peak_445
chrIII	279335	280879	1545	280314	280.00	62.21827	3.26563	60.67256	H3K4me3_WT_1_peak_446
chrIII	286650	287264	615	286845	227.00	50.55988	3.24965	49.31368	H3K4me3_WT_1_peak_447
chrIII	288800	290023	1224	289151	211.00	39.96907	2.90213	38.93036	H3K4me3_WT_1_peak_448
chrIII	293958	294234	277	294127	167.00	17.42662	2.08874	16.69074	H3K4me3_WT_1_peak_449
chrIII	302545	303105	561	302744	190.00	27.15053	2.44795	26.29888	H3K4me3_WT_1_peak_450
chrIII	309424	309997	574	309709	232.00	50.13327	3.18261	48.89508	H3K4me3_WT_1_peak_451
chrIII	310914	311295	382	311078	162.00	22.50716	2.39619	21.71248	H3K4me3_WT_1_peak_452
chrIV	22247	23226	980	22781	271.00	56.83430	3.13184	55.43730	H3K4me3_WT_1_peak_453
chrIV	29980	31171	1192	30763	257.00	56.68592	3.24003	55.29208	H3K4me3_WT_1_peak_454
chrIV	32165	32821	657	32422	265.00	64.30740	3.48078	62.69808	H3K4me3_WT_1_peak_455
chrIV	33475	34072	598	33776	235.00	43.00010	2.84892	41.90702	H3K4me3_WT_1_peak_456
chrIV	35990	37250	1261	36917	257.00	64.16018	3.55448	62.55487	H3K4me3_WT_1_peak_457
chrIV	38393	38808	416	38590	220.00	44.14276	3.01870	43.02841	H3K4me3_WT_1_peak_458
chrIV	41645	42448	804	42085	294.00	92.37244	4.33666	89.42318	H3K4me3_WT_1_peak_459
chrIV	42616	43095	480	42803	205.00	38.37030	2.87687	37.35809	H3K4me3_WT_1_peak_460
chrIV	43950	44576	627	44288	286.00	87.26179	4.21905	84.62350	H3K4me3_WT_1_peak_461
chrIV	51544	52997	1454	52066	285.00	82.63452	4.03296	80.26229	H3K4me3_WT_1_peak_462
chrIV	55982	56782	801	56404	263.00	64.98547	3.52871	63.35195	H3K4me3_WT_1_peak_463
chrIV	59760	60191	432	59927	153.00	16.92235	2.13631	16.19249	H3K4me3_WT_1_peak_464
chrIV	64601	65530	930	64846	170.00	20.99849	2.26139	20.22156	H3K4me3_WT_1_peak_465
chrIV	68235	68820	586	68629	228.00	50.23220	3.22481	48.99239	H3K4me3_WT_1_peak_466
chrIV	69820	70356	537	70165	224.00	44.94110	3.02038	43.81157	H3K4me3_WT_1_peak_467
chrIV	72758	74096	1339	73068	233.00	41.43481	2.79768	40.37045	H3K4me3_WT_1_peak_468
chrIV	77539	78111	573	77803	212.00	38.96309	2.84702	37.94121	H3K4me3_WT_1_peak_469
chrIV	78253	78924	672	78618	235.00	53.33284	3.29805	52.02282	H3K4me3_WT_1_peak_470
chrIV	79804	80549	746	80233	264.00	64.64363	3.50449	63.02220	H3K4me3_WT_1_peak_471
chrIV	84959	85352	394	85168	133.00	10.58642	1.85063	9.93010	H3K4me3_WT_1_peak_472
chrIV	86744	88835	2092	87672	320.00	80.43713	3.59636	78.17622	H3K4me3_WT_1_peak_473
chrIV	90011	90554	544	90318	173.00	21.18178	2.25324	20.40283	H3K4me3_WT_1_peak_474
chrIV	93255	94794	1540	94254	266.00	68.32474	3.63905	66.57741	H3K4me3_WT_1_peak_475
chrIV	97490	98226	737	97821	230.00	50.83691	3.23325	49.58455	H3K4me3_WT_1_peak_476
chrIV	98357	99068	712	98703	264.00	71.46131	3.79611	69.59262	H3K4me3_WT_1_peak_477
chrIV	99459	99982	524	99783	228.00	42.13993	2.86429	41.06303	H3K4me3_WT_1_peak_478
chrIV	100698	100995	298	100809	116.00	5.66593	1.56386	5.06993	H3K4me3_WT_1_peak_479
chrIV	103122	103426	305	103293	137.00	12.84179	1.97729	12.15920	H3K4me3_WT_1_peak_480
chrIV	104004	104724	721	104461	256.00	60.28146	3.39869	58.79206	H3K4me3_WT_1_peak_481
chrIV	106229	107880	1652	107231	299.00	91.06490	4.21797	88.20427	H3K4me3_WT_1_peak_482
chrIV	114521	115209	689	114822	246.00	46.79882	2.92505	45.63212	H3K4me3_WT_1_peak_483
chrIV	116143	116918	776	116516	325.00	105.96854	4.50227	101.95770	H3K4me3_WT_1_peak_484
chrIV	117522	118246	725	117866	294.00	74.10950	3.59598	72.13711	H3K4me3_WT_1_peak_485
chrIV	121248	122915	1668	121603	278.00	61.18039	3.24239	59.66535	H3K4me3_WT_1_peak_486
chrIV	124731	125203	473	125031	234.00	55.55102	3.40946	54.18673	H3K4me3_WT_1_peak_487
chrIV	125978	127357	1380	126968	302.00	92.96860	4.26015	89.98569	H3K4me3_WT_1_peak_488
chrIV	130221	130566	346	130399	183.00	27.29611	2.50234	26.44274	H3K4me3_WT_1_peak_489
chrIV	131624	131916	293	131783	125.00	6.94474	1.63166	6.33209	H3K4me3_WT_1_peak_490
chrIV	133338	133781	444	133626	166.00	24.08434	2.45499	23.27101	H3K4me3_WT_1_peak_491
chrIV	134947	136386	1440	135255	274.00	66.60015	3.48867	64.91357	H3K4me3_WT_1_peak_492
chrIV	138095	140128	2034	139659	215.00	40.49403	2.89333	39.44628	H3K4me3_WT_1_peak_493
chrIV	141279	142445	1167	141577	264.00	56.35573	3.16831	54.97087	H3K4me3_WT_1_peak_494
chrIV	144844	145692	849	145282	258.00	67.93035	3.70845	66.19613	H3K4me3_WT_1_peak_495
chrIV	146847	147837	991	147467	263.00	73.11564	3.88094	71.18143	H3K4me3_WT_1_peak_496
chrIV	147920	148809	890	148319	287.00	87.89540	4.23375	85.22066	H3K4me3_WT_1_peak_497
chrIV	155147	155992	846	155460	222.00	46.75727	3.12128	45.59118	H3K4me3_WT_1_peak_498
chrIV	156256	156775	520	156449	205.00	40.15399	2.96320	39.11207	H3K4me3_WT_1_peak_499
chrIV	159483	160022	540	159672	223.00	48.65247	3.19996	47.44637	H3K4me3_WT_1_peak_500
chrIV	162553	163308	756	163013	271.00	73.54015	3.80712	71.59100	H3K4me3_WT_1_peak_501
chrIV	163438	164744	1307	164349	293.00	72.63667	3.54908	70.72188	H3K4me3_WT_1_peak_502
chrIV	166814	167365	552	167083	188.00	33.36519	2.77307	32.42998	H3K4me3_WT_1_peak_503
chrIV	167537	168349	813	167841	285.00	78.58970	3.86421	76.41925	H3K4me3_WT_1_peak_504
chrIV	169249	169662	414	169479	157.00	20.31865	2.30682	19.54950	H3K4me3_WT_1_peak_505
chrIV	171490	173021	1532	171936	247.00	55.01797	3.25893	53.66684	H3K4me3_WT_1_peak_506
chrIV	174281	175281	1001	175002	205.00	30.53913	2.51109	29.64306	H3K4me3_WT_1_peak_507
chrIV	176588	177295	708	176879	243.00	60.00409	3.51792	58.52167	H3K4me3_WT_1_peak_508
chrIV	182552	183895	1344	183515	258.00	58.33768	3.29912	56.90068	H3K4me3_WT_1_peak_509
chrIV	184834	185351	518	184990	192.00	31.28526	2.63624	30.37894	H3K4me3_WT_1_peak_510
chrIV	190100	191614	1515	190999	307.00	90.02438	4.08180	87.22280	H3K4me3_WT_1_peak_511
chrIV	192755	193172	418	192875	184.00	26.63687	2.46221	25.79172	H3K4me3_WT_1_peak_512
